"virus name","TaxaID","refseq id","Genome.organization"
"Morelia viridis nidovirus",2016400,"NC_035465","Linear"
"Morganella phage MmP1",526118,"NC_011085","Linear"
"Morganella phage vB_MmoM_MP1",1852628,"NC_031020","Linear"
"Morganella phage vB_MmoP_MP2",1852627,"NC_031115","Linear"
"Moroccan pepper virus",208086,"NC_020073","Linear"
"Moroccan watermelon mosaic virus",167129,"NC_009995","Linear"
"Morogoro maize-associated virus",2497337,"NC_055512","Linear"
"Mosavirus A2",1481453,"NC_023987","Linear"
"Mosqueiro virus",200403,"NC_034448","Linear"
"Mosquito VEM Anellovirus SDBVL A",1034790,"HQ335082","Linear"
"Mosquito VEM Anellovirus SDBVL B",1034791,"HQ335083","Linear"
"Mosquito VEM Anellovirus SDRB A",1034792,"HQ335084","Linear"
"Mosquito VEM Anellovirus SDRB B",1034793,"HQ335085","Linear"
"Mosquito VEM virus SDBVL G",1034805,"NC_038481","Linear"
"Mosquito VEM virus SDRBAJ",1034806,"NC_040352","Linear"
"Mosquito circovirus",1611039,"NC_026512","Linear"
"Mosquito densovirus BR/07",945962,"NC_015115","Linear"
"Mosquito dicistrovirus",1911442,"NC_031688","Linear"
"Mosquito flavivirus",673515,"NC_021069","Linear"
"Mossman virus",241630,"NC_005339","Linear"
"Mosso das Pedras virus",2083199,"NC_038857","Linear"
"Mossuril virus",200404,"NC_038275","Linear"
"Moumouvirus goulette",1247379,"KC008572","Linear"
"Mount Elgon bat virus",380434,"NC_034545","Linear"
"Mount Mabu Lophuromys virus 1",2116559,"NC_043539","Linear"
"Mount Mabu Lophuromys virus 2",2116560,"NC_043540","Linear"
"Mouse Mosavirus",1074428,"NC_038318","Linear"
"Mouse associated cyclovirus 1",2169856,"NC_031755","Linear"
"Mouse astrovirus M-52/USA/2008",1074210,"NC_015935","Linear"
"Mouse kidney parvovirus",2316143,"NC_040843","Linear"
"Mouse kobuvirus M-5/USA/2010",1074213,"NC_015936","Linear"
"Mouse mammary tumor virus",11757,"NC_001503","Linear"
"Mouse parvovirus 1",35340,"U12469","Linear"
"Mouse parvovirus 1e",402802,"DQ898166","Linear"
"Mouse parvovirus 2",344971,"DQ196319","Linear"
"Mouse parvovirus 3",344970,"DQ196318","Linear"
"Mouse parvovirus 4a",576712,"FJ440683","Linear"
"Mouse parvovirus 4b",576713,"FJ445512","Linear"
"Mouse parvovirus 5a",576714,"FJ441297","Linear"
"Moussa virus",698672,"NC_025359","Linear"
"Mucambo virus",60875,"NC_038672","Linear"
"Mud crab virus",932662,"NC_014793","Linear"
"Muir Springs virus",932700,"NC_055532","Linear"
"Mulard duck circovirus",232802,"NC_005053","Linear"
"Mulberry badnavirus 1",1227557,"NC_026020","Linear"
"Mulberry mosaic dwarf associated virus",1631303,"NC_026771","Linear"
"Mulberry small circular viroid-like RNA 1",529840,"NC_011362","Linear"
"Mume virus A",2137858,"NC_040568","Linear"
"Mumps orthorubulavirus",2560602,"NC_002200","Linear"
"Mumps virus genotype G",1384672,"KM597072","Linear"
"Mumps virus strain Jeryl Lynn",11168,"AF338106","Linear"
"Mumps virus strain L-Zagreb",301186,"AY685920,AY685921","Linear"
"Mungbean yellow mosaic India virus associated betasatellite [India: Faizabad: Cow Pea:2012]",1238162,"NC_018869","Linear"
"Munia coronavirus HKU13-3514",572289,"NC_011550","Linear"
"Mupapillomavirus 1",334203,"NC_001356","Linear"
"Murid betaherpesvirus 1",10366,"NC_004065","Linear"
"Murid betaherpesvirus 8",1261657,"NC_019559","Linear"
"Murid gammaherpesvirus 4",33708,"NC_001826","Linear"
"Murine adeno-associated virus 1",2171377,"NC_055485","Linear"
"Murine adeno-associated virus 2",2171378,"NC_055486","Linear"
"Murine adenovirus 2",931972,"NC_014899","Linear"
"Murine adenovirus 3",573199,"NC_012584","Linear"
"Murine astrovirus",1141625,"NC_018702","Linear"
"Murine bocavirus",2171381,"NC_055487","Linear"
"Murine coronavirus",694005,"JX169867","Linear"
"Murine coronavirus MHV-1",502106,"FJ647223","Linear"
"Murine coronavirus MHV-3",502104,"FJ647224","Linear"
"Murine coronavirus MHV-JHM.IA",591068,"FJ647226","Linear"
"Murine coronavirus RA59/R13",591069,"FJ647218","Linear"
"Murine coronavirus RA59/SJHM",502107,"FJ647220","Linear"
"Murine coronavirus RJHM/A",591070,"FJ647219","Linear"
"Murine coronavirus SA59/RJHM",430472,"FJ647222","Linear"
"Murine coronavirus inf-MHV-A59",591071,"FJ647225","Linear"
"Murine coronavirus repA59/RJHM",429331,"FJ647221","Linear"
"Murine coronavirus repJHM/RA59",429330,"FJ647227","Linear"
"Murine cytomegalovirus (strain K181)",69156,"AM886412","Linear"
"Murine hepatitis virus",11138,"NC_001846,NC_048217","Linear"
"Murine hepatitis virus strain 2",76344,"AF201929","Linear"
"Murine hepatitis virus strain A59",11142,"FJ884686","Linear"
"Murine hepatitis virus strain JHM",11144,"AC_000192","Linear"
"Murine hepatitis virus strain S/3239-17",1163669,"JQ173883","Linear"
"Murine leukemia virus",11786,"AB187566","Linear"
"Murine leukemia virus N417",933438,"HQ246218","Linear"
"Murine mastadenovirus A",129956,"AC_000012,NC_000942","Linear"
"Murine norovirus",357231,"DQ911368","Linear"
"Murine norovirus 1",223997,"EF014462","Linear"
"Murine norovirus 3",351048,"KC792553","Linear"
"Murine norovirus GV/CR1/2005/USA",463718,"EU004672","Linear"
"Murine norovirus GV/CR10/2005/USA",463724,"EU004678","Linear"
"Murine norovirus GV/CR11/2005/USA",463725,"EU004679","Linear"
"Murine norovirus GV/CR13/2005/USA",463726,"EU004680","Linear"
"Murine norovirus GV/CR15/2005/USA",463727,"EU004681","Linear"
"Murine norovirus GV/CR17/2005/USA",463728,"EU004682","Linear"
"Murine norovirus GV/CR18/2005/DEU",463729,"EU004683","Linear"
"Murine norovirus GV/CR3/2005/USA",463719,"EU004673","Linear"
"Murine norovirus GV/CR4/2005/USA",463720,"EU004674","Linear"
"Murine norovirus GV/CR5/2005/USA",463721,"EU004675","Linear"
"Murine norovirus GV/CR6/2005/USA",463722,"EU004676","Linear"
"Murine norovirus GV/CR7/2005/USA",463723,"EU004677","Linear"
"Murine norovirus GV/NIH-2409/2005/USA",1028321,"JF320644","Linear"
"Murine norovirus GV/NIH-2410/2005/USA",1028322,"JF320645","Linear"
"Murine norovirus GV/NIH-2411/2005/USA",1028323,"JF320646","Linear"
"Murine norovirus GV/NIH-2747/2005/USA",1028324,"JF320647","Linear"
"Murine norovirus GV/NIH-2750/2005/USA",1028325,"JF320648","Linear"
"Murine norovirus GV/NIH-4421/2005/USA",1028326,"JF320649","Linear"
"Murine norovirus GV/NIH-4428/2005/USA",1028327,"JF320650","Linear"
"Murine norovirus GV/NIH-4431/2005/USA",1028328,"JF320651","Linear"
"Murine norovirus GV/NIH-A114/2006/USA",1028329,"JF320652","Linear"
"Murine norovirus GV/NIH-D220/2007/USA",1028330,"JF320653","Linear"
"Murine norovirus GV/WU11/2005/USA",463709,"EU004663","Linear"
"Murine norovirus GV/WU12/2005/USA",463710,"EU004664","Linear"
"Murine norovirus GV/WU20/2005/USA",463711,"EU004665","Linear"
"Murine norovirus GV/WU21/2005/USA",463712,"EU004666","Linear"
"Murine norovirus GV/WU22/2005/USA",463713,"EU004667","Linear"
"Murine norovirus GV/WU23/2005/USA",463714,"EU004668","Linear"
"Murine norovirus GV/WU24/2005/USA",463715,"EU004669","Linear"
"Murine norovirus GV/WU25/2005/USA",463716,"EU004670","Linear"
"Murine norovirus GV/WU26/2005/USA",463717,"EU004671","Linear"
"Murine orthopneumovirus",11263,"AY729016","Linear"
"Murine osteosarcoma virus",11830,"NC_001506","Linear"
"Murine polyomavirus strain A2",10636,"J02288","Linear"
"Murine polyomavirus strain BG",179241,"NC_001515","Linear"
"Murine respirovirus",11191,"NC_001552","Linear"
"Murine roseolovirus",1940555,"NC_033620","Linear"
"Murine type C retrovirus",44561,"NC_001702","Linear"
"Murmansk poxvirus",2025359,"NC_035468","Linear"
"Muromegalovirus C4A",524649,"EU579861","Linear"
"Muromegalovirus G4",524650,"EU579859","Linear"
"Muromegalovirus WP15B",524651,"EU579860","Linear"
"Murray Valley encephalitis virus",11079,"NC_000943","Linear"
"Mus dunni endogenous virus",75986,"AF053745","Linear"
"Mus musculus mobilized endogenous polytropic provirus",590745,"NC_029853","Linear"
"Mus musculus papillomavirus type 1",763552,"NC_014326","Linear"
"Mus musculus polyomavirus 3",2171394,"NC_055488","Linear"
"Musca domestica salivary gland hypertrophy virus",523909,"NC_010671","Linear"
"Muscovy duck circovirus",257468,"NC_006561","Linear"
"Muscovy duck parvovirus",37325,"NC_006147","Linear"
"Mushroom bacilliform virus",32625,"NC_001633","Linear"
"Mustela putorius papillomavirus 1",2259540,"NC_022253","Linear"
"Mycobacteriophage ElTiger69",1195069,"JX042578","Linear"
"Mycobacterium Phage Niklas",2517936,"NC_051625","Linear"
"Mycobacterium phage 20ES",1458726,"NC_023597","Linear"
"Mycobacterium phage 244",2902792,"NC_008194","Linear"
"Mycobacterium phage 32HC",1445729,"NC_023602","Linear"
"Mycobacterium phage 39HC",1463809,"NC_023603","Linear"
"Mycobacterium phage 40AC",1458717,"NC_023607","Linear"
"Mycobacterium phage ABCat",1358124,"KF188414","Linear"
"Mycobacterium phage ADLER F1725",1453337,"KF981876","Linear"
"Mycobacterium phage AFIS",2502418,"NC_052413","Linear"
"Mycobacterium phage Abrogate",1551710,"NC_028920","Linear"
"Mycobacterium phage Acadian",2902794,"NC_023701","Linear"
"Mycobacterium phage Acme",2079563,"NC_052411","Linear"
"Mycobacterium phage Adahisdi",2301546,"NC_052412","Linear"
"Mycobacterium phage Adawi",1354507,"NC_022328","Linear"
"Mycobacterium phage Adephagia",1034127,"NC_051610","Linear"
"Mycobacterium phage Adjutor",528321,"EU676000","Linear"
"Mycobacterium phage Adler",1327959,"KC960489","Linear"
"Mycobacterium phage Adonis",2108121,"NC_051611","Linear"
"Mycobacterium phage Adzzy",1383059,"NC_022058","Linear"
"Mycobacterium phage Aeneas",1168595,"NC_023723","Linear"
"Mycobacterium phage Aggie",2301547,"NC_054450","Linear"
"Mycobacterium phage Airmid",1041808,"JN083853","Linear"
"Mycobacterium phage Ajay",2590940,"NC_052414","Linear"
"Mycobacterium phage Akoma",1089110,"NC_023742","Linear"
"Mycobacterium phage Alex",1235690,"JX649100","Linear"
"Mycobacterium phage Alexphander",2094143,"NC_051632","Linear"
"Mycobacterium phage Alice",1034128,"NC_028986","Linear"
"Mycobacterium phage AlishaPH",2163590,"NC_051612","Linear"
"Mycobacterium phage Alma",2902800,"NC_023716","Linear"
"Mycobacterium phage Alsfro",1458724,"NC_023862","Linear"
"Mycobacterium phage Alvin",1567466,"NC_026583","Linear"
"Mycobacterium phage Amelie",1913035,"NC_051613","Linear"
"Mycobacterium phage Amgine",2015817,"NC_051605","Linear"
"Mycobacterium phage Aminay",2250291,"NC_051588","Linear"
"Mycobacterium phage Amohnition",2015874,"NC_051606","Linear"
"Mycobacterium phage Anaya",2902832,"NC_042031","Linear"
"Mycobacterium phage Andies",2047834,"NC_054452","Linear"
"Mycobacterium phage Angel",649688,"NC_012788","Linear"
"Mycobacterium phage Angelica",2902837,"NC_014458","Linear"
"Mycobacterium phage Anglerfish",2596980,"NC_052415","Linear"
"Mycobacterium phage AnnaL29",1076630,"NC_022087","Linear"
"Mycobacterium phage Anselm",2041517,"NC_054805","Linear"
"Mycobacterium phage Anthony",2599857,"NC_054790","Linear"
"Mycobacterium phage Antsirabe",2575610,"NC_054444","Linear"
"Mycobacterium phage Anubis",1354511,"NC_029018","Linear"
"Mycobacterium phage Apizium",1673886,"NC_028691","Linear"
"Mycobacterium phage Apocalypse",2027890,"NC_051614","Linear"
"Mycobacterium phage Arbiter",1079896,"JN618996","Linear"
"Mycobacterium phage ArcherNM",1815972,"NC_031277","Linear"
"Mycobacterium phage ArcherS7",1327938,"NC_021348","Linear"
"Mycobacterium phage Archetta",2047836,"NC_054778","Linear"
"Mycobacterium phage Archie",1718599,"NC_028878","Linear"
"Mycobacterium phage ArcusAngelus",2315613,"NC_051633","Linear"
"Mycobacterium phage Ardmore",2902838,"NC_013936","Linear"
"Mycobacterium phage Ares",1089112,"JN699004","Linear"
"Mycobacterium phage Arib1",2041518,"NC_051736","Linear"
"Mycobacterium phage Ariel",1541824,"NC_028876","Linear"
"Mycobacterium phage Arlo",2283250,"NC_052416","Linear"
"Mycobacterium phage Artemis2UCLA",1391429,"NC_022977","Linear"
"Mycobacterium phage Arturo",2902839,"NC_042339","Linear"
"Mycobacterium phage Astraea",1327762,"NC_021349","Linear"
"Mycobacterium phage Astro",2902840,"NC_042337","Linear"
"Mycobacterium phage Atcoo",2656556,"NC_051729","Linear"
"Mycobacterium phage Athena",1089113,"NC_041965","Linear"
"Mycobacterium phage Atkinbua",2686230,"NC_052417","Linear"
"Mycobacterium phage Audrey",1458709,"KJ194581","Linear"
"Mycobacterium phage Ava3",1176426,"JQ911768","Linear"
"Mycobacterium phage Avani",2902841,"NC_023698","Linear"
"Mycobacterium phage Avocado",2024302,"NC_054443","Linear"
"Mycobacterium phage Avrafan",1089114,"JN699002","Linear"
"Mycobacterium phage Aziz",2762281,"NC_053513","Linear"
"Mycobacterium phage BK1",2072006,"NC_052422","Linear"
"Mycobacterium phage BPBiebs31",2902900,"NC_042327","Linear"
"Mycobacterium phage BPs",515982,"EU568876","Linear"
"Mycobacterium phage BTCU-1",1262532,"NC_021533","Linear"
"Mycobacterium phage Babsiella",2902842,"NC_023697","Linear"
"Mycobacterium phage BabyRay",1897486,"NC_054772","Linear"
"Mycobacterium phage Backyardigan",2902881,"NC_042308","Linear"
"Mycobacterium phage BaconJack",2664223,"NC_052418","Linear"
"Mycobacterium phage Bactobuster",1784956,"NC_031279","Linear"
"Mycobacterium phage Badfish",1458710,"NC_028682","Linear"
"Mycobacterium phage Baee",1647306,"NC_028742","Linear"
"Mycobacterium phage Baka",2902882,"NC_042316","Linear"
"Mycobacterium phage Bane1",1354508,"NC_022331","Linear"
"Mycobacterium phage Bane2",1354509,"KF279413","Linear"
"Mycobacterium phage Barnyard",205880,"NC_004689","Linear"
"Mycobacterium phage BarrelRoll",1084722,"NC_023747","Linear"
"Mycobacterium phage Barriga",1675548,"NC_028804","Linear"
"Mycobacterium phage Bartholomew",2015875,"NC_051734","Linear"
"Mycobacterium phage Bask21",2902889,"NC_041846","Linear"
"Mycobacterium phage Batiatus",2126812,"NC_051634","Linear"
"Mycobacterium phage Beezoo",2250355,"NC_051615","Linear"
"Mycobacterium phage Bella96",2024005,"NC_051616","Linear"
"Mycobacterium phage BellusTerra",1429791,"NC_023562","Linear"
"Mycobacterium phage Benedict",2902890,"NC_042331","Linear"
"Mycobacterium phage Benvolio",2591074,"NC_054806","Linear"
"Mycobacterium phage Bernal13",1486424,"NC_024135","Linear"
"Mycobacterium phage Bernardo",1429903,"NC_022983","Linear"
"Mycobacterium phage Bethlehem",2902891,"NC_009878","Linear"
"Mycobacterium phage Big3",2591126,"NC_052419","Linear"
"Mycobacterium phage BigNuz",1074309,"NC_023692","Linear"
"Mycobacterium phage BigPaolini",2488962,"NC_052420","Linear"
"Mycobacterium phage Bigswole",2041521,"NC_054715","Linear"
"Mycobacterium phage BillKnuckles",2902892,"NC_023739","Linear"
"Mycobacterium phage Bipolar",1551711,"NC_028823","Linear"
"Mycobacterium phage Bipper",1805457,"NC_031253","Linear"
"Mycobacterium phage Bircsak",1873903,"NC_052421","Linear"
"Mycobacterium phage BirdsNest",2686231,"NC_051581","Linear"
"Mycobacterium phage Blexus",2656561,"NC_051635","Linear"
"Mycobacterium phage Blinn1",2656562,"NC_054779","Linear"
"Mycobacterium phage Blue",1927019,"NC_052423","Linear"
"Mycobacterium phage Blue7",1089117,"NC_023713","Linear"
"Mycobacterium phage Bluefalcon",2664224,"NC_054777","Linear"
"Mycobacterium phage Bo4",1327949,"KC787107","Linear"
"Mycobacterium phage Bob3",2099646,"NC_052424","Linear"
"Mycobacterium phage BobaPhett",2182393,"NC_051636","Linear"
"Mycobacterium phage Bobi",1340708,"NC_022055","Linear"
"Mycobacterium phage BodEinwohner17",2708630,"NC_051637","Linear"
"Mycobacterium phage Bones",2488963,"NC_052425","Linear"
"Mycobacterium phage Bongo",1088864,"NC_041970","Linear"
"Mycobacterium phage Boomer",2902893,"NC_011054","Linear"
"Mycobacterium phage Breeniome",1340712,"NC_029044","Linear"
"Mycobacterium phage Breezona",1327763,"KC691254","Linear"
"Mycobacterium phage Brocalys",1815608,"NC_031262","Linear"
"Mycobacterium phage Bromden",2283252,"NC_053510","Linear"
"Mycobacterium phage BrownCNA",1698252,"NC_028968","Linear"
"Mycobacterium phage Bruin",1391179,"NC_022988","Linear"
"Mycobacterium phage Brujita",2902904,"NC_011291","Linear"
"Mycobacterium phage Bruns",2902905,"NC_023687","Linear"
"Mycobacterium phage Brusacoram",1698358,"NC_028747","Linear"
"Mycobacterium phage Bryler",2653755,"NC_051600","Linear"
"Mycobacterium phage Bubbles123",1932895,"NC_051638","Linear"
"Mycobacterium phage Bugsy",2656567,"NC_054807","Linear"
"Mycobacterium phage Burwell21",2301702,"NC_051639","Linear"
"Mycobacterium phage Butters",1296646,"NC_021061","Linear"
"Mycobacterium phage Butterscotch",561997,"FJ168660","Linear"
"Mycobacterium phage BuzzLyseyear",1536598,"NC_026593","Linear"
"Mycobacterium phage Bxb1",2902907,"NC_002656","Linear"
"Mycobacterium phage Bxz1",205877,"NC_004687","Linear"
"Mycobacterium phage Bxz2",2907831,"NC_004682","Linear"
"Mycobacterium phage ByChance",2250373,"NC_051640","Linear"
"Mycobacterium phage Byougenkin",2182394,"NC_051641","Linear"
"Mycobacterium phage CASbig",1327035,"NC_021324","Linear"
"Mycobacterium phage CELFI",2769359,"NC_053506","Linear"
"Mycobacterium phage CRB1",1458841,"NC_023606","Linear"
"Mycobacterium phage CRB2",2483623,"NC_051585","Linear"
"Mycobacterium phage Cabrinians",1739967,"NC_028678","Linear"
"Mycobacterium phage Cali",546803,"NC_011271","Linear"
"Mycobacterium phage Cambiare",1647305,"NC_028922","Linear"
"Mycobacterium phage Camperdownii",1927024,"NC_054799","Linear"
"Mycobacterium phage Cane17",2301548,"NC_054716","Linear"
"Mycobacterium phage CaptainTrips",1556289,"NC_028842","Linear"
"Mycobacterium phage Carcharodon",1555233,"NC_028779","Linear"
"Mycobacterium phage Catalina",1792253,"NC_031238","Linear"
"Mycobacterium phage Catdawg",1340819,"NC_022057","Linear"
"Mycobacterium phage Catera",373404,"NC_008207","Linear"
"Mycobacterium phage Centaur",2488784,"NC_054808","Linear"
"Mycobacterium phage Cerasum",1527463,"NC_026604","Linear"
"Mycobacterium phage Cerulean",2041522,"NC_054795","Linear"
"Mycobacterium phage Chadwick",1698366,"NC_028897","Linear"
"Mycobacterium phage Chah",563124,"FJ174694","Linear"
"Mycobacterium phage Chandler",1567465,"KP027207","Linear"
"Mycobacterium phage Charlie",1056830,"NC_023729","Linear"
"Mycobacterium phage CharlieB",2301609,"NC_054717","Linear"
"Mycobacterium phage Che12",2911435,"NC_008203","Linear"
"Mycobacterium phage Che8",2907829,"NC_004680","Linear"
"Mycobacterium phage Che9c",2907832,"NC_004683","Linear"
"Mycobacterium phage Che9d",2907834,"NC_004686","Linear"
"Mycobacterium phage Cheetobro",1506716,"NC_028979","Linear"
"Mycobacterium phage Chris",2725626,"NC_051617","Linear"
"Mycobacterium phage ChrisnMich",1034130,"NC_042034","Linear"
"Mycobacterium phage Chuckly",2656569,"NC_051642","Linear"
"Mycobacterium phage Chy4",1327947,"NC_021338","Linear"
"Mycobacterium phage Chy5",1327948,"NC_021318","Linear"
"Mycobacterium phage CicholasNage",2500799,"NC_055786","Linear"
"Mycobacterium phage Cindaradix",2041524,"NC_054804","Linear"
"Mycobacterium phage Cintron",2686232,"NC_054797","Linear"
"Mycobacterium phage Cjw1",2907830,"NC_004681","Linear"
"Mycobacterium phage Clifton",2250357,"NC_051643","Linear"
"Mycobacterium phage CloudWang3",1391430,"NC_022965","Linear"
"Mycobacterium phage Coco12",2776876,"NC_051644","Linear"
"Mycobacterium phage Colbert",663553,"NC_028689","Linear"
"Mycobacterium phage Collard",2301704,"NC_051593","Linear"
"Mycobacterium phage ConceptII",2178920,"NC_052426","Linear"
"Mycobacterium phage Conspiracy",1391431,"NC_022973","Linear"
"Mycobacterium phage Contagion",1340833,"NC_022065","Linear"
"Mycobacterium phage Cooper",373406,"NC_008195","Linear"
"Mycobacterium phage Corndog",2907833,"NC_004685","Linear"
"Mycobacterium phage Cornie",2704043,"NC_048850","Linear"
"Mycobacterium phage Cornucopia",2517944,"NC_051645","Linear"
"Mycobacterium phage Corvo",2099631,"NC_052427","Linear"
"Mycobacterium phage Cosmo",1567467,"KP027195","Linear"
"Mycobacterium phage Courthouse",2923000,"NC_023690","Linear"
"Mycobacterium phage CrimD",2919554,"NC_014459","Linear"
"Mycobacterium phage Crispicous1",2301549,"NC_052428","Linear"
"Mycobacterium phage Crossroads",1340836,"NC_022071","Linear"
"Mycobacterium phage Cuco",2922992,"NC_042333","Linear"
"Mycobacterium phage Cuke",2079417,"NC_048696","Linear"
"Mycobacterium phage Curiosium",2599859,"NC_051618","Linear"
"Mycobacterium phage D29",2905674,"NC_001900","Linear"
"Mycobacterium phage DD5",540064,"NC_011022","Linear"
"Mycobacterium phage DLane",2922203,"NC_042317","Linear"
"Mycobacterium phage DNAIII",1327950,"KC787108","Linear"
"Mycobacterium phage DRBy19",2725612,"NC_051650","Linear"
"Mycobacterium phage DS6A",45764,"NC_023744","Linear"
"Mycobacterium phage DaVinci",1034102,"JF937092","Linear"
"Mycobacterium phage DaWorst",2041525,"NC_051646","Linear"
"Mycobacterium phage Daenerys",1340822,"NC_022068","Linear"
"Mycobacterium phage Damien",1486469,"NC_024371","Linear"
"Mycobacterium phage Dandelion",1074305,"NC_023696","Linear"
"Mycobacterium phage Dante",1698357,"NC_028946","Linear"
"Mycobacterium phage DarthP",2015879,"NC_051607","Linear"
"Mycobacterium phage DarthPhader",1912975,"NC_054785","Linear"
"Mycobacterium phage DeadP",2922999,"NC_023728","Linear"
"Mycobacterium phage Demsculpinboyz",2041528,"NC_051722","Linear"
"Mycobacterium phage Dhanush",1327769,"KC661271","Linear"
"Mycobacterium phage DillTech15",2163591,"NC_051647","Linear"
"Mycobacterium phage DirkDirk",2664225,"NC_055827","Linear"
"Mycobacterium phage Donkeykong",2656572,"NC_051648","Linear"
"Mycobacterium phage Donovan",1429793,"NC_023552","Linear"
"Mycobacterium phage Doom",2922222,"NC_023704","Linear"
"Mycobacterium phage Dori",1089121,"NC_023703","Linear"
"Mycobacterium phage Dorothy",2927992,"NC_041855","Linear"
"Mycobacterium phage DotProduct",2923008,"NC_042336","Linear"
"Mycobacterium phage Doug",2592659,"NC_051649","Linear"
"Mycobacterium phage DrDrey",1357669,"NC_022059","Linear"
"Mycobacterium phage DrLupo",2499037,"NC_048743","Linear"
"Mycobacterium phage Drago",2922995,"NC_023721","Linear"
"Mycobacterium phage Dreamboat",1086749,"NC_023708","Linear"
"Mycobacterium phage DroogsArmy",2744011,"NC_054789","Linear"
"Mycobacterium phage Dulcie",2517948,"NC_052429","Linear"
"Mycobacterium phage Dumbo",1327764,"NC_021306","Linear"
"Mycobacterium phage Dusk",1679524,"NC_029079","Linear"
"Mycobacterium phage Dylan",1340831,"NC_022325","Linear"
"Mycobacterium phage DyoEdafos",2599860,"NC_053511","Linear"
"Mycobacterium phage ET08",663554,"NC_013650","Linear"
"Mycobacterium phage Eagle",861046,"HM152766","Linear"
"Mycobacterium phage EagleEye",1429759,"NC_023564","Linear"
"Mycobacterium phage Echild",1437839,"NC_023553","Linear"
"Mycobacterium phage Edtherson",1567468,"NC_029059","Linear"
"Mycobacterium phage Eish",2656575,"NC_051651","Linear"
"Mycobacterium phage Ekdilam",2599862,"NC_051608","Linear"
"Mycobacterium phage EleanorGeorge",2301563,"NC_051652","Linear"
"Mycobacterium phage Ellie",2762405,"NC_051609","Linear"
"Mycobacterium phage Elph10",1070989,"JN391441","Linear"
"Mycobacterium phage Emerson",1486470,"KJ567045","Linear"
"Mycobacterium phage Emma",2027893,"NC_051653","Linear"
"Mycobacterium phage EmpTee",1486471,"KJ567044","Linear"
"Mycobacterium phage Empress",1913118,"NC_051654","Linear"
"Mycobacterium phage Enby",2656577,"NC_051655","Linear"
"Mycobacterium phage Enkosi",1698709,"NC_028936","Linear"
"Mycobacterium phage Eponine",2708631,"NC_051590","Linear"
"Mycobacterium phage Equemioh13",1555201,"NC_028852","Linear"
"Mycobacterium phage Eremos",1527494,"NC_028690","Linear"
"Mycobacterium phage EricB",2922220,"NC_042330","Linear"
"Mycobacterium phage Estave1",1536603,"NC_026585","Linear"
"Mycobacterium phage Estes",2759459,"NC_053514","Linear"
"Mycobacterium phage Euphoria",2922223,"NC_023726","Linear"
"Mycobacterium phage Eureka",2922993,"JN412590","Linear"
"Mycobacterium phage EvilGenius",1821723,"NC_031263","Linear"
"Mycobacterium phage FF47",1305710,"NC_021063","Linear"
"Mycobacterium phage Faith1",2920893,"NC_015584","Linear"
"Mycobacterium phage Fajezeel",2081623,"NC_052430","Linear"
"Mycobacterium phage Fameo",2126943,"NC_054809","Linear"
"Mycobacterium phage Fancypants",2530128,"NC_051656","Linear"
"Mycobacterium phage Fang",701454,"GU247133","Linear"
"Mycobacterium phage Farber",1527517,"KM233455","Linear"
"Mycobacterium phage Fezzik",1131256,"JN600672","Linear"
"Mycobacterium phage Filuzino",2484209,"NC_051657","Linear"
"Mycobacterium phage Findley",2015882,"NC_051598","Linear"
"Mycobacterium phage Finemlucis",2015844,"NC_053507","Linear"
"Mycobacterium phage Fionnbharth",2923006,"NC_027365","Linear"
"Mycobacterium phage Firecracker",2922998,"NC_023712","Linear"
"Mycobacterium phage Firehouse51",2776877,"NC_051658","Linear"
"Mycobacterium phage First",1245814,"NC_020876","Linear"
"Mycobacterium phage FirstPlacePfu",2572533,"NC_051735","Linear"
"Mycobacterium phage Fishburne",1327765,"NC_021302","Linear"
"Mycobacterium phage FlagStaff",1647304,"NC_028861","Linear"
"Mycobacterium phage Flathead",2653756,"NC_051659","Linear"
"Mycobacterium phage Florinda",1675549,"NC_028889","Linear"
"Mycobacterium phage FluffyNinja",1567469,"KP027197","Linear"
"Mycobacterium phage Flux",1168593,"JQ809701","Linear"
"Mycobacterium phage Fortunato",1882439,"NC_055714","Linear"
"Mycobacterium phage Fowlmouth",2419978,"NC_048734","Linear"
"Mycobacterium phage Frankie",2079565,"NC_051660","Linear"
"Mycobacterium phage Fredward",1354510,"NC_022753","Linear"
"Mycobacterium phage Fruitloop",2914018,"NC_011288","Linear"
"Mycobacterium phage Fulbright",2588511,"NC_054453","Linear"
"Mycobacterium phage GUmbie",2922991,"NC_023746","Linear"
"Mycobacterium phage Gadjet",1089122,"NC_023686","Linear"
"Mycobacterium phage Gadost",1567470,"KP027198","Linear"
"Mycobacterium phage GageAP",2126813,"NC_052431","Linear"
"Mycobacterium phage Gaia",1486472,"NC_026590","Linear"
"Mycobacterium phage Gail",2743994,"NC_055858","Linear"
"Mycobacterium phage Galactic",2301612,"NC_051661","Linear"
"Mycobacterium phage Gandalph",2767557,"NC_051662","Linear"
"Mycobacterium phage Gardann",1873696,"NC_031124","Linear"
"Mycobacterium phage Gengar",1891963,"NC_031035","Linear"
"Mycobacterium phage George",2920883,"NC_042312","Linear"
"Mycobacterium phage Georgie2",2743928,"NC_054810","Linear"
"Mycobacterium phage Geralt",2027894,"NC_055730","Linear"
"Mycobacterium phage Giles",480808,"NC_009993","Linear"
"Mycobacterium phage Girr",2301565,"NC_051663","Linear"
